"Census.Tract","Tax.Period","totalOwedByTract"
353,2015,6840.01
356,2015,5319.16
357,2010,510
357,2015,3663.41
358,2011,2472.85
358,2012,1381.71
358,2013,1342.89
358,2014,565.94
358,2015,1597.08
362,2006,120.07
362,2007,744.75
362,2008,734.46
362,2009,670.12
362,2011,688.38
362,2012,1574.74
362,2013,2664.67
362,2014,24124.22
362,2015,1861.51
363,2011,90.54
363,2014,3693.19
363,2015,3184.95
364,2014,1282.52
364,2015,16186.18
365,2000,2920.41
365,2001,2744.59
365,2002,2568.78
365,2003,2392.96
365,2004,3793.17
365,2005,7746.71
365,2006,7323.84
365,2007,6974.94
365,2008,6478.07
365,2009,10714.21
365,2010,9669.29
365,2011,9294.47
365,2012,9397.82
365,2013,10636.94
365,2014,9784.89
365,2015,1518.45
366,2007,4572
366,2012,4611.97
366,2013,11316.08
366,2014,7114.23
367,2010,152.76
367,2011,3535.55
367,2012,4323.31
367,2013,4195.96
367,2014,12269.35
367,2015,20217.5
372,2011,236.43
372,2012,502.5
372,2015,5752.28
376,2015,107.46
377,2010,204.16
377,2011,769.34
377,2012,732.98
377,2013,199.32
377,2014,1124.85
377,2015,3815.05
378,2015,292.36
379,2010,20
379,2011,1866.66
379,2012,2475.9
379,2013,2403.93
379,2014,5183.51
379,2015,6972.09
380,2000,131.35
380,2001,127.46
380,2002,123.59
380,2003,119.72
380,2004,115.84
380,2005,111.97
380,2006,108.09
380,2007,104.22
380,2008,100.35
380,2009,96.47
380,2010,92.59
380,2011,95.17
380,2012,491.09
380,2013,356.36
380,2014,1289.32
380,2015,6945.91
381,2006,52.67
381,2007,83.89
381,2008,107.52
381,2009,374.37
381,2010,497
381,2011,527.4
381,2012,477
381,2013,306.87
381,2014,509.57
381,2015,555.76
382,2000,1496.35
382,2001,153.46
382,2002,148.62
382,2003,143.77
382,2004,1014.08
382,2005,1218.79
382,2006,564.72
382,2007,773.8
382,2008,41421.86
382,2009,50209.89
382,2010,49330.42
382,2011,50768.67
382,2012,52085.15
382,2013,21958.78
382,2014,18993.19
382,2015,11870.01
383,2013,689.03
383,2014,4182.62
383,2015,9381.54
388,2014,2380.84
388,2015,2215.04
389,2014,3.16
389,2015,2356.13
390,2014,1254.29
390,2015,1641.03
